Supplementary Table 2. GAS strains used in this study.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Assembly statistics,,,,,,,Mapping statistics (subsampled),,,,
PHE_24950,ERR1359713,UK,Western Europe,E2,ST50,64,2014,76,emm76.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,37,1849642,141063,244,,ERR1359713,1350000,98,33,37.5,72
PHE_39585,ERR1359716,UK,Western Europe,A-C5,ST406,2,2014,3,emm3.1,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,34,1812842,147910,229,,ERR1359716,1350000,97,33,37.5,71
PHE_12854,ERR1359718,UK,Western Europe,E4,ST101,3,2014,89,emm89.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,35,1743207,103862,195,,ERR1359718,1350000,97,33,37.6,71
PHE_12066,ERR1359721,UK,Western Europe,E3,ST176,16,2014,58,emm58.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,38,1901630,153745,276,,ERR1359721,1350000,98,33,37.6,72
PHE_39599,ERR1359735,UK,Western Europe,Single protein cluster clade Y,ST382,6,2014,6,emm6.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,54,1874367,105156,196,,ERR1359735,1350000,97,33,37.5,71
PHE_12062,ERR1359738,UK,Western Europe,A-C5,ST406,2,2014,3,emm3.1,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,34,1804493,148121,272,,ERR1359738,1350000,98,33,37.6,72
PHE_104218,ERR1359743,UK,Western Europe,E4,ST101,3,2014,89,emm89.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,35,1729231,111628,245,,ERR1359743,1350000,99,33,36.8,72
PHE_45817,ERR1359759,UK,Western Europe,A-C5,ST315,2,2014,3,emm3.93,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,46,1852080,138232,189,,ERR1359759,1350000,96,33,37.2,71
PHE_18915,ERR1359762,UK,Western Europe,E4,ST55,45,2014,2,emm2.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,29,1903297,104848,227,,ERR1359762,1350000,95,33,36.9,70
PHE_32271,ERR1359764,UK,Western Europe,E4,ST46,30,2014,22,emm22.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,34,1837810,133195,230,,ERR1359764,1391752,98,33,37.7,74
PHE_12031,ERR1359772,UK,Western Europe,Single protein cluster clade Y,ST99,36,2014,5,emm5.3,ND,iGAS,1,Chalker et al 2017 (61),,NA,41,1785350,99698,235,,ERR1359772,1350000,97,33,37.5,71
PHE_18938,ERR1359776,UK,Western Europe,NT,ST1062,280,2014,171,emm171.1,ND,iGAS,1,Chalker et al 2017 (61),,NA,29,1816830,143272,214,,ERR1359776,1350000,94,33,36.8,69
PHE_30646,ERR1359779,UK,Western Europe,E4,ST1067,10,2014,28,emm28.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,32,1845415,210358,212,,ERR1359779,1350000,98,33,37.6,72
PHE_39608,ERR1359793,UK,Western Europe,E3,ST75,31,2014,9,emm9.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,28,1830656,124214,234,,ERR1359793,1377550,96,33,37.4,72
PHE_18958,ERR1359795,UK,Western Europe,A-C5,ST15,2,2014,3,emm3.23,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,37,1837936,139012,209,,ERR1359795,1391752,94,33,36.7,71
PHE_26066,ERR1359802,UK,Western Europe,E1,ST38,14,2014,4,emm4.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,45,1868469,76021,249,,ERR1359802,1350000,98,33,37.7,72
PHE_12888,ERR1359805,UK,Western Europe,A-C5,ST15,2,2014,3,emm3.5,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,50,1844493,129359,227,,ERR1359805,2198580,98,33,37.6,117
PHE_12890,ERR1359807,UK,Western Europe,A-C5,ST15,2,2014,3,emm3.1,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,56,1836348,129360,209,,ERR1359807,1350000,98,33,37.6,72
PHE_27648,ERR1359811,UK,Western Europe,E3,ST75,31,2014,9,emm9.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,35,1869184,85860,210,,ERR1359811,1350000,98,33,37.7,72
PHE_26062,ERR1359814,UK,Western Europe,E3,ST176,16,2014,58,emm58.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,26,1883924,122062,284,,ERR1359814,1350000,98,33,37.6,72
PHE_33053,ERR1359817,UK,Western Europe,E3,ST75,31,2014,9,emm9.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,37,1919918,98559,217,,ERR1359817,1350000,97,33,37.4,71
PHE_37685,ERR1359827,UK,Western Europe,E3,ST36,0,2014,82,emm82.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,60,1854131,105422,188,,ERR1359827,1350000,95,33,37.2,70
PHE_12826,ERR1359828,UK,Western Europe,A-C5,ST15,2,2014,3,emm3.1,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,56,1837138,113658,221,,ERR1359828,1350000,98,33,37.6,72
PHE_12806,ERR1359833,UK,Western Europe,A-C3,ST28,1,2014,1,emm1.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,31,1792550,118639,232,,ERR1359833,1350000,98,33,37.6,72
PHE_32261,ERR1359836,UK,Western Europe,A-C5,ST406,2,2014,3,emm3.122,ND,iGAS,1,Chalker et al 2017 (61),,NA,37,1851844,132121,250,,ERR1359836,1350000,98,33,37.7,72
PHE_55095,ERR1359838,UK,Western Europe,Single protein cluster clade Y,ST382,6,2014,6,emm6.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,53,1873480,105883,246,,ERR1359838,1391752,97,33,37.4,73
PHE_30587,ERR1359841,UK,Western Europe,A-C5,ST315,2,2014,3,emm3.111,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,39,1849973,138232,216,,ERR1359841,1350000,98,33,37.6,72
PHE_33064,ERR1359844,UK,Western Europe,A-C4,ST1068,0,2014,12,emm12.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,39,1873007,130381,239,,ERR1359844,1350000,97,33,37.4,71
PHE_12805,ERR1359861,UK,Western Europe,A-C5,ST315,2,2014,3,emm3.106,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,39,1805810,132741,218,,ERR1359861,1350000,97,33,37.6,71
PHE_12804,ERR1359871,UK,Western Europe,E4,ST63,46,2014,77,emm77.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,41,1902574,121758,224,,ERR1359871,1350000,98,33,37.7,72
PHE_27706,ERR1359874,UK,Western Europe,E4,ST63,46,2014,77,emm77.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,31,1936386,132484,215,,ERR1359874,1350000,98,33,37.8,72
PHE_12864,ERR1359877,UK,Western Europe,E3,ST62,4,2014,87,emm87.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,51,1816476,76371,185,,ERR1359877,1391752,97,33,37.6,74
PHE_25153,ERR1359881,UK,Western Europe,E4,ST1079,10,2014,28,emm28.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,31,1851665,210347,232,,ERR1359881,1350000,96,33,37.2,70
GASEMM1195,ERR1732468,UK,Western Europe,E6,ST293,189,2014-2015,11,emm11.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,31,1814916,195436,263,,ERR1732468,1350000,98,33,37.6,72
GASEMM1871,ERR1732470,UK,Western Europe,D2,ST773,124,2014-2015,100,emm100.2,ND,ND,ND,Kapatai et al 2017 (62),,NA,19,1718879,237079,246,,ERR1732470,1350000,99,33,37.6,73
GASEMM2706,ERR1732482,UK,Western Europe,E2,ST674,93,2014,92,emm92.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,22,1811740,194099,191,,ERR1732482,1350000,98,33,35.6,72
GASEMM2087,ERR1732492,UK,Western Europe,Single protein cluster clade Y,ST42,94,2014-2015,18,emm18.38,ND,ND,ND,Kapatai et al 2017 (62),,NA,102,1871901,52565,210,,ERR1732492,1350000,98,33,36.5,72
GASEMM2594,ERR1732495,UK,Western Europe,E2,ST44,118,2014-2015,66,emm66.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,53,1772190,65759,193,,ERR1732495,1350000,98,33,36.3,72
GASEMM0115,ERR1732525,UK,Western Europe,E2,ST819,195,2014-2015,168,emm168.1,ND,ND,ND,Kapatai et al 2017 (62),,NA,30,1827518,142798,238,,ERR1732525,1350000,96,33,37.7,71
GASEMM1220,ERR1732528,UK,Western Europe,NT,ST984,281,2014-2015,STG653,STG653.1,ND,ND,ND,Kapatai et al 2017 (62),,NA,52,1809196,55133,230,,ERR1732528,1350000,98,33,37.7,72
GASEMM2296,ERR1732531,UK,Western Europe,E3,ST367,282,2014-2015,44,emm44.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,24,1836202,162831,195,,ERR1732531,1350000,98,33,36.4,72
GASEMM2093,ERR1732536,UK,Western Europe,A-C4,ST242,0,2014-2015,12,emm12.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,47,1828482,93218,197,,ERR1732536,1350000,98,33,36.2,72
GASEMM1829,ERR1732548,UK,Western Europe,E3,ST204,31,2014-2015,9,emm9.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,34,1822015,191136,212,,ERR1732548,1350000,99,33,36.9,72
GASEMM1426,ERR1732551,UK,Western Europe,Single protein cluster clade Y,ST120,9,2014-2015,74,emm74.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,36,1839438,197269,219,,ERR1732551,2250000,96,33,37.2,118
GASEMM2806,ERR1732555,UK,Western Europe,Single protein cluster clade Y,ST616,29,2014-2015,19,emm19.4,ND,ND,ND,Kapatai et al 2017 (62),,NA,58,1753195,101087,195,,ERR1732555,1363636,99,33,36.6,73
GASEMM2368,ERR1732560,UK,Western Europe,Single protein cluster clade Y,ST99,36,2014-2015,5,emm5.120,ND,ND,ND,Kapatai et al 2017 (62),,NA,50,1840852,98535,197,,ERR1732560,1350000,98,33,36.3,72
GASEMM0105,ERR1732590,UK,Western Europe,E2,ST819,195,2014-2015,168,emm168.1,ND,ND,ND,Kapatai et al 2017 (62),,NA,27,1827515,147585,233,,ERR1732590,1350000,97,33,37.4,71
GASEMM0070,ERR1732614,UK,Western Europe,E3,ST371,15,2014-2015,49,emm49.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,72,1900938,72764,234,,ERR1732614,1350000,96,33,37.8,71
GASEMM2885,ERR1732621,UK,Western Europe,E3,ST677,102,2014-2015,113,emm113.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,46,1737162,86088,238,,ERR1732621,1377550,99,33,36.8,74
GASEMM0015,ERR1732636,UK,Western Europe,E6,ST150,32,2014-2015,75,emm75.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,27,1850229,159821,234,,ERR1732636,1350000,97,33,37.5,71
GASEMM0145,ERR1732684,UK,Western Europe,E4,ST919,196,2014-2015,88,emm88.4,ND,ND,ND,Kapatai et al 2017 (62),,NA,41,1778402,97262,219,,ERR1732684,1500000,96,33,37.7,79
GASEMM2743,ERR1732702,UK,Western Europe,E2,ST674,93,2014-2015,92,emm92.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,25,1812219,231603,208,,ERR1732702,1350000,98,33,35.7,72
GASEMM0052,ERR1732709,UK,Western Europe,E6,ST788,32,2014-2015,75,emm75.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,41,1842658,99720,237,,ERR1732709,1849314,95,33,37.6,95
GASEMM0248,ERR1732728,UK,Western Europe,E4,ST52,10,2014-2015,28,emm28.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,38,1812281,151179,249,,ERR1732728,1391752,99,33,37,75
GASEMM2187,ERR1732767,UK,Western Europe,E2,ST875,197,2014-2015,76,emm76.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,58,1716751,68126,201,,ERR1732767,1350000,99,33,37.5,73
GASEMM1345,ERR1732827,UK,Western Europe,E4,ST966,3,2014-2015,89,emm89.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,31,1731556,115876,221,,ERR1732827,1350000,97,33,37.6,71
GASEMM2863,ERR1732848,UK,Western Europe,Single protein cluster clade Y,ST99,36,2014-2015,5,emm5.23,ND,ND,ND,Kapatai et al 2017 (62),,NA,41,1842342,205711,232,,ERR1732848,1350000,99,33,36.8,72
GASEMM2626,ERR1732851,UK,Western Europe,E2,ST875,197,2014-2015,76,emm76.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,27,1719598,151784,213,,ERR1732851,1467390,98,33,35.5,78
GASEMM2825,ERR1732887,UK,Western Europe,Single protein cluster clade Y,ST37,6,2014-2015,6,emm6.4,ND,ND,ND,Kapatai et al 2017 (62),,NA,58,1775431,71279,238,,ERR1732887,1350000,98,33,36.5,72
GASEMM0087,ERR1732911,UK,Western Europe,E6,ST117,11,2014-2015,81,emm81.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,39,1817222,101887,213,,ERR1732911,1350000,96,33,37.7,71
GASEMM1403,ERR1732925,UK,Western Europe,A-C5,ST406,2,2014-2015,3,emm3.108,ND,ND,ND,Kapatai et al 2017 (62),,NA,51,1811257,132762,188,,ERR1732925,1350000,96,33,37.2,70
GASEMM1445,ERR1732929,UK,Western Europe,A-C4,ST36,0,2014-2015,12,emm12.19,ND,ND,ND,Kapatai et al 2017 (62),,NA,48,1850134,81160,241,,ERR1732929,1391752,97,33,37.6,74
GASEMM1730,ERR1732952,UK,Western Europe,E6,ST229,60,2014-2015,99,emm99.3,ND,ND,ND,Kapatai et al 2017 (62),,NA,21,1713577,215358,232,,ERR1732952,1350000,99,33,37.3,73
GASEMM0136,ERR1732953,UK,Western Europe,A-C3,ST28,1,2014-2015,1,emm1.53,ND,ND,ND,Kapatai et al 2017 (62),,NA,36,1831482,101403,249,,ERR1732953,1531720,97,33,37.4,81
GASEMM2370,ERR1732966,UK,Western Europe,A-C5,ST15,2,2014-2015,3,emm3.102,ND,ND,ND,Kapatai et al 2017 (62),,NA,66,1787274,70414,182,,ERR1732966,1350000,98,33,36.5,72
GASEMM1699,ERR1732970,UK,Western Europe,E6,ST404,5,2014-2015,11,emm11.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,28,1779915,137787,236,,ERR1732970,1391752,98,33,37.6,74
GASEMM2100,ERR1732980,UK,Western Europe,A-C4,ST242,0,2014-2015,12,emm12.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,55,1788162,76966,215,,ERR1732980,1350000,99,33,36.6,72
GASEMM1826,ERR1732992,UK,Western Europe,E2,ST378,64,2014-2015,76,emm76.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,38,1721144,172941,199,,ERR1732992,1350000,99,33,36.9,72
GASEMM2311,ERR1733022,UK,Western Europe,A-C4,ST36,0,2014-2015,12,emm12.84,ND,ND,ND,Kapatai et al 2017 (62),,NA,35,1788570,130296,210,,ERR1733022,1391752,99,33,36.7,75
GASEMM1994,ERR1733034,UK,Western Europe,D2,ST386,198,2014-2015,32,emm32.4,ND,ND,ND,Kapatai et al 2017 (62),,NA,42,1761596,98310,217,,ERR1733034,1350000,99,33,37.2,72
GASEMM1462,ERR1733061,UK,Western Europe,Single protein cluster clade Y,ST348,73,2014-2015,57,emm57.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,38,1804072,122326,210,,ERR1733061,1350000,96,33,37.3,70
GASEMM1752,ERR1733080,UK,Western Europe,Single protein cluster clade Y,ST402,69,2014-2015,18,emm18.21,ND,ND,ND,Kapatai et al 2017 (62),,NA,26,1731024,156258,217,,ERR1733080,1350000,99,33,37,72
GASEMM2438,ERR1733110,UK,Western Europe,A-C5,ST15,2,2014-2015,3,emm3.7,ND,ND,ND,Kapatai et al 2017 (62),,NA,33,1825526,159935,199,,ERR1733110,1406250,99,33,36.7,75
GASEMM1318,ERR1733145,UK,Western Europe,E6,ST403,5,2014-2015,11,emm11.24,ND,ND,ND,Kapatai et al 2017 (62),,NA,41,1885472,111770,186,,ERR1733145,1350000,98,33,35.7,72
GASEMM1471,ERR1733148,UK,Western Europe,A-C5,ST15,2,2014-2015,3,emm3.88,ND,ND,ND,Kapatai et al 2017 (62),,NA,48,1850235,138218,215,,ERR1733148,1350000,95,33,37.2,70
GASEMM1536,ERR1733160,UK,Western Europe,E4,ST1013,52,2014-2015,232,emm232.1,ND,ND,ND,Kapatai et al 2017 (62),,NA,38,1702516,95104,257,,ERR1733160,1350000,97,33,37.4,71
GASEMM0963,ERR1733163,UK,Western Europe,A-C5,ST406,2,2014-2015,3,emm3.86,ND,ND,ND,Kapatai et al 2017 (62),,NA,48,1849417,136443,255,,ERR1733163,1350000,98,33,37.7,72
GASEMM0954,ERR1733181,UK,Western Europe,A-C5,ST15,2,2014-2015,3,emm3.94,ND,ND,ND,Kapatai et al 2017 (62),,NA,27,1783507,138628,269,,ERR1733181,1350000,98,33,37.6,72
GASEMM0568,ERR1733220,UK,Western Europe,A-C4,ST242,0,2014-2015,12,emm12.37,ND,ND,ND,Kapatai et al 2017 (62),,NA,37,1789452,147962,205,,ERR1733220,1350000,97,33,37.1,71
GASEMM2894,ERR1733222,UK,Western Europe,E6,ST688,5,2014-2015,11,emm11.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,53,1770056,79440,261,,ERR1733222,1391752,99,33,36.9,75
GASEMM2733,ERR1733224,UK,Western Europe,Single protein cluster clade Y,ST99,36,2014-2015,5,emm5.119,ND,ND,ND,Kapatai et al 2017 (62),,NA,73,1790004,72354,221,,ERR1733224,1666666,98,33,35.4,89
GASEMM2842,ERR1733243,UK,Western Europe,E2,ST378,64,2014-2015,76,emm76.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,52,1720090,99267,233,,ERR1733243,1350000,99,33,36.8,72
GASEMM1778,ERR1733261,UK,Western Europe,NT,ST382,6,2014-2015,131,emm131.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,76,1770141,60632,211,,ERR1733261,1350000,99,33,37.1,72
GASEMM1780,ERR1733264,UK,Western Europe,NT,ST411,6,2014-2015,131,emm131.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,89,1801138,47498,185,,ERR1733264,1350000,99,33,37.3,72
GASEMM0053,ERR1733281,UK,Western Europe,E6,ST788,32,2014-2015,75,emm75.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,39,1844402,109228,242,,ERR1733281,1753246,95,33,37.6,90
GASEMM0090,ERR1733314,UK,Western Europe,E6,ST117,11,2014-2015,81,emm81.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,38,1817379,90371,225,,ERR1733314,1350000,96,33,37.7,71
GASEMM2575,ERR1733353,UK,Western Europe,Single protein cluster clade Y,ST224,41,2014-2015,218,emm218.1,ND,ND,ND,Kapatai et al 2017 (62),,NA,49,1845381,155272,216,,ERR1733353,1350000,99,33,36.5,72
GASEMM1282,ERR1733354,UK,Western Europe,E4,ST52,10,2014-2015,28,emm28.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,27,1815239,221969,232,,ERR1733354,1391752,98,33,37.8,74
GASEMM2682,ERR1733357,UK,Western Europe,A-C5,ST15,2,2014-2015,3,emm3.41,ND,ND,ND,Kapatai et al 2017 (62),,NA,32,1796468,129359,207,,ERR1733357,1350000,98,33,36.7,72
GASEMM0832,ERR1733362,UK,Western Europe,A-C3,ST785,1,2014-2015,1,emm1.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,28,1794454,203469,238,,ERR1733362,1350000,97,33,37.4,71
GASEMM1031,ERR1733400,UK,Western Europe,Single protein cluster clade Y,ST292,41,2014-2015,218,emm218.1,ND,ND,ND,Kapatai et al 2017 (62),,NA,37,1752641,104399,230,,ERR1733400,1350000,98,33,37.7,72
GASEMM1603,ERR1733415,UK,Western Europe,D3,ST594,180,2014-2015,217,emm217.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,24,1747417,202672,228,,ERR1733415,1350000,99,33,36.2,72
GASEMM2962,ERR1733501,UK,Western Europe,E3,ST228,139,2014-2015,49,emm49.4 ,ND,ND,ND,Kapatai et al 2017 (62),,NA,52,1840430,103651,235,,ERR1733501,1350000,99,33,36.8,72
GASEMM2653,ERR1733538,UK,Western Europe,NT,ST101,3,2014-2015,126,emm126.1,ND,ND,ND,Kapatai et al 2017 (62),,NA,50,1680610,72292,214,,ERR1733538,1350000,98,33,36.7,72
GASEMM1338,ERR1733544,UK,Western Europe,D3,ST123,283,2014-2015,123,emm123.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,28,1802879,182858,236,,ERR1733544,1350000,97,33,37.7,71
GASEMM0065,ERR1733622,UK,Western Europe,E3,ST371,15,2014-2015,49,emm49.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,68,1898939,95554,228,,ERR1733622,1350000,97,33,37.8,71
GASEMM2308,ERR1733632,UK,Western Europe,E4,ST53,65,2014-2015,169,emm169.3,ND,ND,ND,Kapatai et al 2017 (62),,NA,25,1841079,147638,187,,ERR1733632,1093564,95,33,34.3,56
GASEMM0141,ERR1733636,UK,Western Europe,E4,ST919,196,2014-2015,88,emm88.4,ND,ND,ND,Kapatai et al 2017 (62),,NA,41,1777888,85522,240,,ERR1733636,1350000,96,33,37.7,71
GASEMM2656,ERR1733693,UK,Western Europe,D4,ST701,61,2014-2015,80,emm80.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,28,1783112,217307,228,,ERR1733693,1687500,99,33,36.7,91
GASEMM1755,ERR1733701,UK,Western Europe,E4,ST60,199,2014-2015,102,emm102.2,ND,ND,ND,Kapatai et al 2017 (62),,NA,52,1830540,95051,216,,ERR1733701,1350000,99,33,36.9,72
GASEMM2260,ERR1733708,UK,Western Europe,A-C4,ST36,0,2014-2015,12,emm12.84,ND,ND,ND,Kapatai et al 2017 (62),,NA,38,1789035,114659,184,,ERR1733708,1363636,98,33,36.4,73
GASEMM2454,ERR1733741,UK,Western Europe,Single protein cluster clade Y,ST99,36,2014-2015,5,emm5.121,ND,ND,ND,Kapatai et al 2017 (62),,NA,47,1792625,103502,201,,ERR1733741,1391752,99,33,36.5,75
GASEMM1319,ERR1733742,UK,Western Europe,E6,ST403,5,2014-2015,11,emm11.12,ND,ND,ND,Kapatai et al 2017 (62),,NA,30,1850364,138740,213,,ERR1733742,1391752,98,33,37.6,74
GASEMM0274,ERR1733771,UK,Western Europe,A-C4,ST242,0,2014-2015,12,emm12.37,ND,ND,ND,Kapatai et al 2017 (62),,NA,37,1789150,139849,242,,ERR1733771,1350000,97,33,37.2,71
GASEMM1880,ERR1733790,UK,Western Europe,E4,ST53,65,2014-2015,169,emm169.3,ND,ND,ND,Kapatai et al 2017 (62),,NA,22,1840169,178736,260,,ERR1733790,1391752,99,33,37.5,75
GASEMM1189,ERR1733813,UK,Western Europe,A-C5,ST15,2,2014-2015,3,emm3.116,ND,ND,ND,Kapatai et al 2017 (62),,NA,40,1850132,132763,246,,ERR1733813,1391752,98,33,37.7,74
GASEMM2898,ERR1733835,UK,Western Europe,A-C4,ST36,0,2014-2015,12,emm12.85,ND,ND,ND,Kapatai et al 2017 (62),,NA,54,1788310,76948,256,,ERR1733835,1391752,99,33,36.8,75
GASEMM2106,ERR1733850,UK,Western Europe,A-C5,ST15,2,2014-2015,3,emm3.19,ND,ND,ND,Kapatai et al 2017 (62),,NA,39,1811924,132762,185,,ERR1733850,1350000,98,33,35.2,72
GASEMM2778,ERR1733869,UK,Western Europe,E6,ST403,5,2014-2015,11,emm11.23,ND,ND,ND,Kapatai et al 2017 (62),,NA,30,1850184,170374,212,,ERR1733869,2327586,98,33,35.6,124
GASEMM2115,ERR1733890,UK,Western Europe,A-C4,ST36,0,2014-2015,12,emm12.40,ND,ND,ND,Kapatai et al 2017 (62),,NA,38,1829793,139773,208,,ERR1733890,1350000,98,33,35.2,72
GASEMM1161,ERR1733894,UK,Western Europe,E1,ST253,284,2014-2015,78,emm78.3,ND,ND,ND,Kapatai et al 2017 (62),,NA,29,1737077,106757,235,,ERR1733894,1391752,98,33,37.6,74
GASEMM2204,ERR1733987,UK,Western Europe,Single protein cluster clade Y,ST240,135,2014-2015,95,emm95.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,43,1815927,88448,194,,ERR1733987,1363636,99,33,36.8,73
GASEMM2512,ERR1734087,UK,Western Europe,Single protein cluster clade Y,ST99,36,2014-2015,5,emm5.16,ND,ND,ND,Kapatai et al 2017 (62),,NA,41,1841202,206181,198,,ERR1734087,1391752,98,33,36.5,74
GASEMM2268,ERR1734115,UK,Western Europe,E2,ST44,118,2014-2015,66,emm66.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,47,1771569,103340,189,,ERR1734115,1350000,98,33,36.2,72
GASEMM2718,ERR1734123,UK,Western Europe,Single protein cluster clade Y,ST382,6,2014-2015,6,emm6.49,ND,ND,ND,Kapatai et al 2017 (62),,NA,50,1873086,105052,212,,ERR1734123,1350000,98,33,35.6,72
GASEMM1801,ERR1734201,UK,Western Europe,Single protein cluster clade Y,ST160,200,2014-2015,23,emm23.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,45,1716345,102227,224,,ERR1734201,1350000,99,33,37.3,73
GASEMM0851,ERR1734220,UK,Western Europe,Single protein cluster clade Y,ST839,6,2014-2015,6,emm6.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,55,1874556,99644,214,,ERR1734220,1350000,94,33,36.7,69
GASEMM0022,ERR1734249,UK,Western Europe,E6,ST150,32,2014-2015,75,emm75.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,29,1851102,162661,226,,ERR1734249,1350000,96,33,37.3,71
GASEMM2280,ERR1734355,UK,Western Europe,E4,ST718,107,2014-2015,109,emm109.1,ND,ND,ND,Kapatai et al 2017 (62),,NA,39,1851361,124071,227,,ERR1734355,1350000,99,33,36.6,72
GASEMM1932,ERR1734394,UK,Western Europe,Single protein cluster clade Y,ST99,36,2014-2015,5,emm5.113,ND,ND,ND,Kapatai et al 2017 (62),,NA,40,1790711,205708,239,,ERR1734394,1391752,98,33,36.1,74
GASEMM0669,ERR1734512,UK,Western Europe,D2,ST386,198,2014-2015,32,emm32.2,ND,ND,ND,Kapatai et al 2017 (62),,NA,44,1760912,95346,264,,ERR1734512,1350000,98,33,37.5,72
GASEMM0619,ERR1734515,UK,Western Europe,A-C4,ST36,0,2014-2015,12,emm12.1,ND,ND,ND,Kapatai et al 2017 (62),,NA,33,1790086,148028,206,,ERR1734515,1350000,98,33,37.4,72
GASEMM1383,ERR1734539,UK,Western Europe,Single protein cluster clade Y,ST99,36,2014-2015,5,emm5.86,ND,ND,ND,Kapatai et al 2017 (62),,NA,67,1848230,97453,208,,ERR1734539,1350000,96,33,37.1,70
GASEMM3004,ERR1734598,UK,Western Europe,E4,ST791,3,2014-2015,89,emm89.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,67,1788075,58543,232,,ERR1734598,5093282,98,33,36,273
GASEMM1714,ERR1734676,UK,Western Europe,E1,ST277,285,2014-2015,165,emm165.0,ND,ND,ND,Kapatai et al 2017 (62),,NA,33,1881303,104211,269,,ERR1734676,1391752,99,33,37.3,75
GASEMM0726,ERR1734692,UK,Western Europe,A-C4,ST36,0,2014-2015,12,emm12.82,ND,ND,ND,Kapatai et al 2017 (62),,NA,38,1789435,139873,242,,ERR1734692,2109374,96,33,37.1,110
GASEMM1431,ERR1734695,UK,Western Europe,E3,ST176,16,2014-2015,58,emm58.7,ND,ND,ND,Kapatai et al 2017 (62),,NA,25,1863527,115768,269,,ERR1734695,1350000,97,33,37.7,71
GASEMM1907,ERR1734727,UK,Western Europe,E4,ST60,199,2014-2015,102,emm102.3,ND,ND,ND,Kapatai et al 2017 (62),,NA,67,1810638,67451,221,,ERR1734727,1350000,99,33,36.6,72
